Product Name,Product Url,Prices,Rating,Number of Review,Description,FSN,Product_Description,Manufacturer
GFive U220i,https://www.flipkart.com/gfive-u220i/p/itmcf84be4afec00?pid=MOBG6Z2GZ8EQMAK4&lid=LSTMOBG6Z2GZ8EQMAK4YKCLOI&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_202&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBG6Z2GZ8EQMAK4.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,₹699,3.4,58,,,,
LAVA A3 Power,https://www.flipkart.com/lava-a3-power/p/itm4d88b01b08ca0?pid=MOBG9Q76BKRDQEKS&lid=LSTMOBG9Q76BKRDQEKSTU4IAW&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_203&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBG9Q76BKRDQEKS.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹1,379",4.1,234,,,,
GFive L228,https://www.flipkart.com/gfive-l228/p/itm3c0273d0bc8d3?pid=MOBGNZGZHPSGVGBV&lid=LSTMOBGNZGZHPSGVGBVVAPAWH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_204&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBGNZGZHPSGVGBV.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹1,099",3.3,28,,,,
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)",https://www.flipkart.com/redmi-note-12-pro-5g-onyx-black-128-gb/p/itmbc9fd7adaa32a?pid=MOBGH2UVMHEPGSHM&lid=LSTMOBGH2UVMHEPGSHMZTFAGO&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_205&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBGH2UVMHEPGSHM.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹23,999",4.2,"2,714",,,,
"REDMI Note 12 Pro 5G (Glacier Blue, 256 GB)",https://www.flipkart.com/redmi-note-12-pro-5g-glacier-blue-256-gb/p/itm62978004cf8a8?pid=MOBGH2UVHWEZKFX2&lid=LSTMOBGH2UVHWEZKFX2Y1VWDD&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_206&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBGH2UVHWEZKFX2.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹26,999",4.2,"1,233",,,,
"vivo Y02 (Cosmic Grey, 32 GB)",https://www.flipkart.com/vivo-y02-cosmic-grey-32-gb/p/itmc6d50d3417469?pid=MOBGKFRJMC9GYUJS&lid=LSTMOBGKFRJMC9GYUJSG3STEV&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_207&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBGKFRJMC9GYUJS.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹8,499",4.3,26,,,,
"REDMI Note 12 5G (Mystique Blue, 128 GB)",https://www.flipkart.com/redmi-note-12-5g-mystique-blue-128-gb/p/itm0dbd10c31153d?pid=MOBGHNFJHJ8N3XKT&lid=LSTMOBGHNFJHJ8N3XKTRQXS8F&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_208&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBGHNFJHJ8N3XKT.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹16,999",4,196,,,,
Micromax X513+,https://www.flipkart.com/micromax-x513/p/itmbe37b321587ec?pid=MOBG6XZBNVBXSFRY&lid=LSTMOBG6XZBNVBXSFRYYMN49A&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_209&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBG6XZBNVBXSFRY.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹1,198",3.8,175,,,,
LAVA Hero 600i,https://www.flipkart.com/lava-hero-600i/p/itm3c4852472f6ec?pid=MOBGKFGYBVQ6UTAG&lid=LSTMOBGKFGYBVQ6UTAGQOPESA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_210&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBGKFGYBVQ6UTAG.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,₹909,4,69,,,,
Micromax X708,https://www.flipkart.com/micromax-x708/p/itm607fd29ff2357?pid=MOBG6XZBGCHJXZ9G&lid=LSTMOBG6XZBGCHJXZ9GRZTGPR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_211&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBG6XZBGCHJXZ9G.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹1,282",3.9,232,,,,
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-m33-5g-deep-ocean-blue-128-gb/p/itm94f0e328edc9d?pid=MOBGHDXFZQPTVXF5&lid=LSTMOBGHDXFZQPTVXF5BJB15H&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_212&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBGHDXFZQPTVXF5.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹17,755",4.2,235,,,,
DIZO Star 300,https://www.flipkart.com/dizo-star-300/p/itm20c98510989dc?pid=MOBG2MCC6EXZ33N7&lid=LSTMOBG2MCC6EXZ33N7NBMNEV&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_213&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBG2MCC6EXZ33N7.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹1,349",3.9,"1,215",,,,
Micromax X708,https://www.flipkart.com/micromax-x708/p/itm607fd29ff2357?pid=MOBG6XZBCA8Z5AAV&lid=LSTMOBG6XZBCA8Z5AAVA3ZDST&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_214&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBG6XZBCA8Z5AAV.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹1,325",3.9,232,,,,
"POCO X5 Pro 5G (Yellow, 256 GB)",https://www.flipkart.com/poco-x5-pro-5g-yellow-256-gb/p/itm3a4010e6b2c40?pid=MOBGMDKQFCHMDPRJ&lid=LSTMOBGMDKQFCHMDPRJYOTIAA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_215&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBGMDKQFCHMDPRJ.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹24,999",4.3,"1,082",,,,
"realme 10 (Clash White, 64 GB)",https://www.flipkart.com/realme-10-clash-white-64-gb/p/itmd6481542c3c73?pid=MOBGH2VF7EZA6Y3C&lid=LSTMOBGH2VF7EZA6Y3CU0WY3B&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_216&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=c79aac0a-337a-4e62-9c8a-05c6c602d3ae.MOBGH2VF7EZA6Y3C.SEARCH&ppt=None&ppn=None&ssid=oxl4jm0kio0000001690221399293&qH=532c28d5412dd75b,"₹12,499",4.2,"1,192",,,,
"OPPO Reno10 5G (Silvery Grey, 256 GB)",https://www.flipkart.com/oppo-reno10-5g-silvery-grey-256-gb/p/itmdedc9618cea51?pid=MOBGQP3UFZA4KJYV&lid=LSTMOBGQP3UFZA4KJYVA5FVFS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_217&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=en_ry30q49ZLbQtCSpm8_S-M2wIzMVSEnAmFIZj5Zol6U9uEsVCwkPt7aKwRCK5R7OgEedVYWBEuWhz4uq4gaIipw%3D%3D&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹32,999",Not Available,0,,,,
itel Ace 2,https://www.flipkart.com/itel-ace-2/p/itm6e81a08a45192?pid=MOBGCC98BSDUFYGF&lid=LSTMOBGCC98BSDUFYGFYWYF6V&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_218&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGCC98BSDUFYGF.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,₹920,4,108,,,,
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itm0d3b7a1452e4c?pid=MOBGNBFNDYQR9WH4&lid=LSTMOBGNBFNDYQR9WH4WXOLMD&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_219&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGNBFNDYQR9WH4.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹13,990",4.2,722,,,,
"Infinix Smart 6 HD (Origin Blue, 32 GB)",https://www.flipkart.com/infinix-smart-6-hd-origin-blue-32-gb/p/itme9743e28b0cf7?pid=MOBGGMHWHDPHYSNX&lid=LSTMOBGGMHWHDPHYSNX0ZW5L4&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_220&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGGMHWHDPHYSNX.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹5,999",4.3,"2,020",,,,
"Infinix Smart 6 HD (Aqua Sky, 32 GB)",https://www.flipkart.com/infinix-smart-6-hd-aqua-sky-32-gb/p/itme9743e28b0cf7?pid=MOBGGMHWZZR7GB6R&lid=LSTMOBGGMHWZZR7GB6R7FNENW&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_221&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGGMHWZZR7GB6R.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹5,999",4.3,"2,020",,,,
itel It2171,https://www.flipkart.com/itel-it2171/p/itmffygvnzbzeu6b?pid=MOBFPBQBH6HWXBPF&lid=LSTMOBFPBQBH6HWXBPFMJBVDG&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_222&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBFPBQBH6HWXBPF.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹1,140",4.1,500,,,,
"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)",https://www.flipkart.com/samsung-galaxy-f04-jade-purple-64-gb/p/itm0934dc56a1df7?pid=MOBGKY2VTP3XETBR&lid=LSTMOBGKY2VTP3XETBRJKXEIM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_223&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGKY2VTP3XETBR.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹8,499",4.2,"1,908",,,,
"REDMI Note 12 5G (Frosted Green, 128 GB)",https://www.flipkart.com/redmi-note-12-5g-frosted-green-128-gb/p/itm5dca1d1573fd8?pid=MOBGHNFJHHA6ZVM2&lid=LSTMOBGHNFJHHA6ZVM28SLEFP&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_224&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGHNFJHHA6ZVM2.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹16,999",4,188,,,,
"Infinix NOTE 12i (Alpine White, 64 GB)",https://www.flipkart.com/infinix-note-12i-alpine-white-64-gb/p/itmf9bf9f4663d76?pid=MOBGHXSMYN9CA9HT&lid=LSTMOBGHXSMYN9CA9HTAT7OJE&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_225&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGHXSMYN9CA9HT.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹9,999",Not Available,0,,,,
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-m33-5g-deep-ocean-blue-128-gb/p/itm94f0e328edc9d?pid=MOBGHDXFZQPTVXF5&lid=LSTMOBGHDXFZQPTVXF5BJB15H&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_226&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGHDXFZQPTVXF5.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹17,755",4.2,228,,,,
"POCO X5 Pro 5G (Yellow, 256 GB)",https://www.flipkart.com/poco-x5-pro-5g-yellow-256-gb/p/itm3a4010e6b2c40?pid=MOBGMDKQFCHMDPRJ&lid=LSTMOBGMDKQFCHMDPRJYOTIAA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_227&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGMDKQFCHMDPRJ.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹24,999",4.3,"1,031",,,,
"POCO C31 (Royal Blue, 32 GB)",https://www.flipkart.com/poco-c31-royal-blue-32-gb/p/itm9656ebd21e0b3?pid=MOBG73E7ZBHHQ3RB&lid=LSTMOBG73E7ZBHHQ3RBQ7POR7&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_228&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBG73E7ZBHHQ3RB.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹6,499",4.3,"9,187",,,,
"POCO C31 (Shadow Gray, 32 GB)",https://www.flipkart.com/poco-c31-shadow-gray-32-gb/p/itmffefb8bb085e3?pid=MOBG73E7VZH7XHJY&lid=LSTMOBG73E7VZH7XHJYYXFO9I&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_229&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBG73E7VZH7XHJY.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹6,499",4.3,"9,187",,,,
Kechaoda K55,https://www.flipkart.com/kechaoda-k55/p/itm858b1efda7c80?pid=MOBGDZNCGMB2VYJY&lid=LSTMOBGDZNCGMB2VYJYEJZT6T&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_230&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGDZNCGMB2VYJY.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹1,160",3.9,8,,,,
KARBONN Jumbo K9,https://www.flipkart.com/karbonn-jumbo-k9/p/itm17b5c12bc3f48?pid=MOBDYBGBJHVZD2DX&lid=LSTMOBDYBGBJHVZD2DXWD2FRN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_231&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBDYBGBJHVZD2DX.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹1,318",4,"1,335",,,,
Kechaoda A27,https://www.flipkart.com/kechaoda-a27/p/itmfe39duawbf8e5?pid=MOBFP8NWZZXFPWWK&lid=LSTMOBFP8NWZZXFPWWKMDZPNY&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_232&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBFP8NWZZXFPWWK.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹1,090",4,568,,,,
"Infinix Smart 6 HD (Force Black, 32 GB)",https://www.flipkart.com/infinix-smart-6-hd-force-black-32-gb/p/itme9743e28b0cf7?pid=MOBGGMHWHZCN2MSG&lid=LSTMOBGGMHWHZCN2MSGTWCOJN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_233&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGGMHWHZCN2MSG.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹5,999",4.3,"2,020",,,,
"Infinix HOT 20 5G (Space Blue, 64 GB)",https://www.flipkart.com/infinix-hot-20-5g-space-blue-64-gb/p/itm6646cdd2ff265?pid=MOBGK23W5QZQGSZW&lid=LSTMOBGK23W5QZQGSZWAQX3AN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_234&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGK23W5QZQGSZW.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹11,499",4.2,"1,060",,,,
"Infinix HOT 20 5G (Blaster Green, 64 GB)",https://www.flipkart.com/infinix-hot-20-5g-blaster-green-64-gb/p/itm6646cdd2ff265?pid=MOBGK23WNCHUNEYW&lid=LSTMOBGK23WNCHUNEYWX77ZO2&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_235&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGK23WNCHUNEYW.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹11,499",4.2,"1,060",,,,
Nokia 105 SS 2021,https://www.flipkart.com/nokia-105-ss-2021/p/itmf0223d31aa045?pid=MOBFH7HQMBAQMGBX&lid=LSTMOBFH7HQMBAQMGBXRDNS7T&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_236&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBFH7HQMBAQMGBX.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹1,449",4.2,"6,326",,,,
Nokia 105 PLUS,https://www.flipkart.com/nokia-105-plus/p/itmdc69bb20c060e?pid=MOBGDMFZM22DS8Y7&lid=LSTMOBGDMFZM22DS8Y7P3HNXY&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_237&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGDMFZM22DS8Y7.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹1,699",4.1,682,,,,
"realme 9i 5G (Soulful Blue, 64 GB)",https://www.flipkart.com/realme-9i-5g-soulful-blue-64-gb/p/itm32c638d54e6b5?pid=MOBGGHPFGD3H4MJG&lid=LSTMOBGGHPFGD3H4MJGTOYEDA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_238&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGGHPFGD3H4MJG.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹14,999",4.5,"2,476",,,,
"APPLE iPhone 14 (Midnight, 128 GB)",https://www.flipkart.com/apple-iphone-14-midnight-128-gb/p/itm9e6293c322a84?pid=MOBGHWFHECFVMDCX&lid=LSTMOBGHWFHECFVMDCXSSCYWA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_239&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBGHWFHECFVMDCX.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹69,999",4.6,"1,626",,,,
LAVA A1,https://www.flipkart.com/lava-a1/p/itmfhknfjfyxwddq?pid=MOBFA799WMUH23TH&lid=LSTMOBFA799WMUH23THFV2WDR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_240&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=20a14d69-b7b1-465d-88d8-0815bd061e49.MOBFA799WMUH23TH.SEARCH&ppt=None&ppn=None&ssid=1opl89q1f40000001690221401932&qH=532c28d5412dd75b,"₹1,149",4.2,"11,527",,,,
"OPPO Reno10 5G (Silvery Grey, 256 GB)",https://www.flipkart.com/oppo-reno10-5g-silvery-grey-256-gb/p/itmdedc9618cea51?pid=MOBGQP3UFZA4KJYV&lid=LSTMOBGQP3UFZA4KJYVA5FVFS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_11_241&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=en_Mc1WknVdsJSwlO3UcJEZxntb-OJHs4lZ-WwdziRp4DnhoTVNoVoXuGjcVVtmkoa8EedVYWBEuWhz4uq4gaIipw%3D%3D&ppt=None&ppn=None&ssid=gp6tcbb6ts0000001690221404761&qH=532c28d5412dd75b,"₹32,999",Not Available,0,,,,
